p,o,a,b,c
97,-,47058,97,13
97,-,68089,51,41
113,-,35865,33,11
113,/,38286,13,7
97,/,25367,42,21
97,/,21582,8,78
97,+,10109,46,67
113,-,48186,6,42
97,/,36413,5,7
113,+,56838,11,10
113,+,40541,13,100
113,-,87985,88,96
113,-,32155,8,55
113,/,73271,43,8
113,/,92542,16,20
97,-,39776,50,53
97,+,70596,56,36
113,+,62575,111,84
97,/,64490,74,95
97,+,21691,69,32
113,+,11343,37,80
97,/,5520,91,60
97,/,60736,29,57
113,-,32819,70,92
113,-,47699,41,85
113,/,2527,43,58
97,-,84096,1,93
97,-,22704,50,53
113,+,62226,38,1
97,+,89387,15,65
113,+,10530,2,23
113,-,46646,69,21
97,/,7373,91,81
113,+,65979,1,101
113,-,33576,0,15
97,-,71429,79,55
113,/,47699,44,67
97,+,47106,52,16
97,+,64490,38,23
113,-,78288,90,2
97,/,66367,82,33
113,-,51028,110,68
113,-,65979,79,21
97,+,78561,31,22
113,/,16295,109,36
97,/,49203,85,93
97,+,13470,41,28
97,+,70596,40,20
113,+,28473,101,98
113,-,62575,92,107
113,+,33576,103,5
97,/,17986,95,92
113,-,94644,19,44
113,+,90132,106,64
113,/,60439,1,97
113,-,67524,61,2
97,+,22902,82,92
113,+,90764,93,5
113,-,16295,61,75
113,-,5188,43,60
113,-,45420,16,91
97,-,21691,6,54
113,+,45066,20,112
97,+,31330,87,86
113,/,92437,2,1
97,-,45468,20,52
97,/,39813,73,60
97,/,94353,28,71
113,/,47699,34,46
97,+,39813,85,31
113,+,61287,47,88
113,+,38133,29,81
97,/,45468,5,72
97,+,5520,21,12
97,+,41477,79,40
97,-,97317,30,93
113,+,2527,77,5
113,+,11670,71,102
113,+,98030,46,105
113,/,77452,47,65
97,/,9127,74,26
97,/,5956,8,65
97,/,49203,48,55
113,/,50938,21,52
113,+,38286,0,92
113,+,62575,59,32
113,+,12109,34,52
113,-,38353,111,48
97,+,36413,77,18
97,-,41477,37,21
97,+,66367,84,6
97,+,55447,11,71
97,-,31330,61,35
113,+,32138,49,95
97,+,45468,3,75
97,+,36556,89,76
113,-,9184,105,39
113,+,67524,19,82
113,+,92067,16,101
113,-,47699,107,19
113,-,47699,1,12
97,-,34913,77,13
113,/,92437,81,11
113,+,4738,101,93
113,+,32819,89,25
97,/,9127,30,13
97,/,46204,33,42
113,-,3489,6,93
113,+,48186,10,58
97,/,36413,38,85
97,/,89387,28,88
97,-,81442,26,33
97,+,59127,37,91
113,-,27885,71,16
97,/,97913,65,51
97,/,47231,43,31
97,-,90189,47,29
113,/,62575,76,32
113,-,61287,49,105
113,/,45066,7,110
97,/,97317,3,41
97,+,64490,41,26
113,-,38286,84,8
113,+,94245,11,14
113,-,40483,91,51
113,-,6268,53,0
113,/,48186,3,16
97,+,66732,55,51
113,/,4030,99,40
113,-,58742,55,40
113,+,61287,70,111
113,-,4030,71,4
113,-,11670,72,72
113,-,28473,28,82
97,-,9230,45,67
113,+,51677,34,70
113,+,6496,73,15
97,-,9127,43,63
113,-,32155,83,93
113,-,46646,95,108
113,+,62226,64,27
113,/,56838,58,75
97,/,22902,38,20
113,/,66952,84,6
97,/,80549,70,83
113,-,88178,112,39
113,/,32155,26,106
97,/,69658,78,20
97,+,60736,95,12
113,/,51677,60,70
97,/,78745,13,43
97,/,5520,97,56
113,+,51677,88,11
97,/,97913,5,85
113,/,92447,110,49
97,/,9230,56,67
113,+,90764,45,70
97,-,36413,5,33
113,+,96626,18,29
97,+,34702,63,39
113,/,12109,30,64
113,+,21170,82,8
113,+,51028,72,24
97,+,36935,21,96
113,/,60716,7,85
97,/,70596,74,81
97,+,17531,70,44
113,-,92447,33,93
97,/,95595,64,38
97,/,32087,42,84
97,/,47231,13,44
113,/,13469,87,41
97,-,94353,53,16
97,+,81815,37,81
97,+,50757,6,32
97,-,77561,20,38
97,+,39776,51,57
113,/,90764,9,27
113,-,96626,36,88
97,-,39776,85,18
113,-,25005,48,97
97,/,90189,31,96
97,+,2688,3,72
97,/,41477,75,68
97,/,22704,23,17
113,-,6496,43,12
113,+,17221,50,95
97,-,39813,17,26
97,+,13470,45,32
97,-,47058,24,86
113,+,42439,44,108
113,/,40483,88,8
113,-,32157,106,72
97,+,32087,72,52
97,-,77561,4,54
113,/,38353,105,26
97,-,17986,49,89
113,+,78097,60,74
113,+,96626,47,58
97,+,13485,10,12
113,/,87985,38,55
97,/,3357,39,86
97,/,41477,73,83
113,/,7715,69,111
97,+,57363,41,77
97,+,5956,38,77
97,/,39855,29,16
113,/,99308,42,104
113,-,92437,35,81
113,+,60439,10,107
97,-,68089,63,29
113,/,6496,45,31
113,-,11343,72,84
97,+,84026,7,31
97,-,66732,0,93
113,-,99308,56,38
113,-,64945,97,99
97,-,70596,3,74
97,-,86933,14,7
113,-,52810,35,4
97,+,21582,78,29
113,-,92067,69,16
97,+,36413,63,4
113,/,16295,30,91
113,+,44017,113,60
97,-,94353,36,33
97,/,25040,18,33
113,/,53879,20,94
97,+,84096,52,49
113,/,92067,9,59
97,/,90189,42,13
97,+,31026,17,3
113,+,67524,51,1
113,+,32819,107,43
113,+,58742,41,23
97,/,65197,55,21
97,+,45681,56,50
113,/,45819,47,70
113,/,52810,69,87
113,+,22918,69,48
113,-,64108,18,19
97,/,17918,27,81
113,+,13469,19,41
113,/,78288,61,40
113,+,32138,90,23
113,+,78288,36,15
113,/,2296,64,35
113,/,98030,31,111
113,/,64460,5,10
97,/,29432,27,23
113,/,10530,69,39
113,+,67524,6,69
113,/,27885,20,38
113,+,40483,87,3
113,+,92067,75,47
97,/,55447,24,79
113,+,65979,62,49
113,-,51028,3,62
97,-,41477,1,57
113,-,18391,32,53
113,/,90132,27,61
97,+,31330,94,93
97,-,66969,19,20
97,-,29432,4,37
113,/,78288,43,12
113,+,46646,28,5
113,-,8764,32,31
113,+,38124,75,5
113,+,61208,4,79
113,/,3489,100,34
97,+,78480,13,20
113,-,10530,50,84
97,-,2688,61,8
113,+,69342,51,11
97,+,35467,17,79
113,-,28473,55,55
113,+,9184,59,90
113,+,85237,88,10
97,+,47058,32,45
113,+,38353,105,38
97,+,41940,16,52
113,/,11343,88,15
97,-,36413,67,68
97,-,55447,17,43
113,+,50938,61,36
113,-,3935,100,106
113,-,60444,36,66
113,/,29229,64,4
113,+,16295,16,39
97,/,39030,21,15
97,+,97317,12,38
113,/,40541,46,90
113,+,22088,35,88
113,-,87038,102,39
113,+,47699,96,109
113,/,18391,92,86
113,-,54179,91,74
97,-,17531,93,75
113,-,92437,102,14
97,-,95595,70,77
113,+,65979,22,9
113,+,29376,98,94
113,+,88178,24,62
97,+,69912,40,15
113,+,88625,29,62
97,/,3357,20,70
113,-,46526,102,94
113,-,84984,59,62
113,+,87985,55,13
113,/,77452,21,72
97,-,65197,8,5
113,+,61208,103,65
113,+,99308,43,24
113,+,45819,92,33
113,+,74692,75,74
97,+,32087,19,96
113,-,98262,57,8
97,+,17531,39,13
97,/,9230,16,91
113,/,88178,20,1
113,/,29376,86,2
113,+,66178,41,1
97,+,29432,83,27
113,/,87038,11,2
113,+,11670,95,13
97,/,95595,91,80
113,/,74692,57,67
97,+,97317,78,7
97,+,81815,26,70
97,/,69912,74,71
97,-,70596,47,30
113,-,92437,97,19
113,+,78288,30,9
113,-,99308,35,59
97,+,68089,43,38
97,+,25040,20,34
97,/,45468,7,93
113,-,7715,48,96
97,/,78480,15,91
97,/,17986,29,38
113,-,84344,96,63
97,+,60736,31,45
113,/,2527,59,42
97,+,70596,32,12
113,-,84344,106,53
113,+,95111,49,14
97,+,70596,54,34
113,/,54179,44,101
97,-,34702,13,60
113,/,8764,34,31
113,+,96626,38,49
97,/,9078,80,16
97,-,10109,81,37
97,+,96984,25,9
113,/,33576,4,32
97,-,24506,15,47
113,/,60444,86,24
97,/,49203,84,3
113,+,77503,74,59
113,+,29229,2,77
113,+,21170,79,5
113,+,2296,16,52
97,/,70596,38,14
113,+,12109,17,35
97,-,39776,45,58
97,+,84096,16,13
97,-,86933,34,84
113,-,21170,40,112
113,/,88625,71,5
113,+,28473,95,92
113,/,35865,31,26
113,+,87038,69,97
97,+,7373,2,3
97,+,5520,38,29
97,-,25367,42,8
97,+,95595,64,17
97,+,35467,50,15
97,/,39813,93,40
113,+,61208,45,7
97,-,97317,34,89
97,/,24506,84,0
97,-,13470,22,62
97,/,59127,33,45
97,/,78480,31,9
97,-,56754,26,80
97,+,29432,81,25
113,/,13469,36,35
113,/,92067,85,66
113,-,40358,84,46
97,/,31330,54,95
97,-,71429,96,38
113,+,88625,46,79
97,-,7373,58,40
97,/,7373,88,83
97,-,302,29,79
113,-,92437,80,36
97,+,77561,4,62
113,/,64460,54,63
97,+,84096,25,22
113,/,58742,7,29
113,+,84344,110,43
113,/,6268,79,79
113,-,66952,71,98
113,/,88107,67,72
97,/,22452,43,37
113,+,60716,95,17
113,-,62226,80,109
97,/,57363,69,55
113,-,52810,78,74
113,+,38286,60,39
113,-,48186,78,83
113,/,2527,95,26
113,/,21170,16,80
113,+,94245,87,90
113,+,58742,107,89
113,+,3935,51,31
113,/,90082,91,85
97,/,47231,70,92
113,/,6496,49,19
113,-,38124,100,56
113,+,13469,26,48
113,+,94644,98,48
113,+,11343,53,96
113,+,48186,101,36
97,/,59127,83,33
113,-,32819,0,49
97,+,50757,54,80
113,/,21170,17,2
97,+,83449,63,92
97,-,81442,0,59
113,/,46526,77,39
113,/,84344,46,25
113,/,95111,91,28
97,-,49039,73,78
113,/,17221,76,0
113,+,42439,91,42
97,-,39776,3,3
97,+,2688,32,4
113,/,29376,101,64
97,-,70596,70,7
113,+,84984,11,19
113,-,69342,110,76
97,+,9297,40,25
113,+,78097,25,39
113,/,9184,97,94
97,+,61954,39,10
113,-,87985,22,49
97,+,41940,83,22
97,-,66732,24,69
113,/,90764,68,91
97,-,78745,78,0
113,/,92542,1,108
113,+,44017,23,83
113,+,13469,49,71
97,-,75993,82,57
113,/,6496,60,108
113,/,50938,32,9
113,/,44017,103,88
113,-,60261,48,97
97,+,78745,74,55
113,+,51028,92,44
97,/,75993,66,84
113,/,73905,45,60
113,+,32819,41,90
113,-,66178,108,78
113,+,5188,89,79
113,/,8764,77,0
113,+,76255,60,40
97,-,75993,5,37
113,-,18391,95,103
97,+,37093,69,11
113,-,11343,53,103
97,-,10109,1,20
113,-,92542,92,16
97,/,64490,78,50
97,/,35467,41,89
97,+,39813,49,92
113,+,17221,69,1
113,+,69342,111,71
113,+,2296,5,41
113,+,17221,55,100
97,+,57363,87,26
97,-,10109,97,21
113,/,76255,46,75
97,-,77561,87,68
113,+,56838,48,47
113,-,78097,4,10
113,+,35865,57,101
113,/,62226,95,90
113,+,69342,86,46
113,+,22704,59,50
113,-,64460,63,100
97,+,57363,52,88
97,-,71429,31,6
97,/,29432,58,22
113,+,32819,109,45
97,/,47058,74,53
97,-,34702,47,26
97,/,46204,10,61
113,-,50938,113,88
113,+,51028,49,1
113,+,12109,93,111
97,-,10109,15,6
113,-,18628,86,10
97,+,29432,13,54
113,/,73905,92,12
113,/,64108,112,7
113,-,88625,1,32
97,/,9313,79,20
113,/,10530,113,93
113,+,64460,7,57
97,-,77561,16,42
113,-,18628,0,96
113,+,32155,80,30
97,-,29432,95,43
97,/,51782,83,41
113,+,60261,110,29
113,+,29229,41,3
97,-,302,48,60
97,+,50757,37,63
113,/,92542,37,15
97,-,59127,53,1
113,-,12109,113,18
113,+,98262,113,65
113,+,45066,83,62
113,/,45066,36,8
113,+,92447,68,81
113,-,2527,6,35
113,/,42439,39,71
113,-,64945,4,79
97,/,24752,70,62
113,+,18391,28,0
97,+,45681,91,85
113,-,73271,44,3
113,/,73905,43,23
113,+,76255,11,104
113,/,15577,83,74
113,+,58742,90,72
97,/,60736,61,25
97,/,65197,74,8
97,-,39855,88,94
113,+,9184,44,75
113,+,9184,77,108
113,-,29376,79,30
97,/,36413,74,7
97,/,60736,59,59
113,/,51677,53,71
97,/,49203,22,5
97,-,86933,12,9
113,+,64460,112,49
97,-,69912,61,11
97,-,45468,33,39
97,+,34702,32,8
113,-,62226,13,63
97,/,13485,22,30
113,-,11670,82,62
97,-,95595,92,55
113,+,73905,31,34
113,-,2527,93,61
113,-,5188,37,66
97,/,45468,29,15
113,/,90082,108,43
113,+,98030,107,53
97,/,10109,89,16
113,/,38133,55,15
113,/,7715,46,54
113,+,88178,88,13
113,/,60716,103,24
97,-,17986,67,71
113,+,98030,80,26
97,-,76017,76,87
97,-,17918,54,16
97,/,22902,78,2
97,-,302,47,61
113,/,90338,111,22
97,-,5956,52,84
97,-,32087,50,27
113,+,29376,78,74
97,-,10109,2,19
113,/,9184,78,4
113,/,64945,62,30
113,/,38353,109,12
113,-,15577,65,31
113,/,52810,47,106
113,-,64460,108,55
97,/,68089,47,90
113,-,9184,57,87
113,+,88625,41,74
113,/,32157,101,92
113,-,33576,78,50
97,-,36556,46,38
113,+,99188,53,27
113,-,9184,87,57
113,-,73905,61,55
97,/,92272,76,50
113,+,15577,96,79
113,-,84984,96,25
113,-,40483,19,10
113,+,18391,32,4
97,+,39030,41,77
97,-,7373,14,84
97,/,92272,79,4
97,+,9230,64,79
113,/,8764,82,106
113,+,87038,75,103
97,/,302,45,6
97,-,77561,82,73
113,-,66178,85,101
97,-,9230,13,2
113,+,58742,66,48
113,/,11343,38,72
113,-,3489,2,97
97,-,21691,51,9
97,+,9297,59,44
113,-,47699,55,71
113,/,53879,61,92
97,-,32087,58,19
113,+,64108,2,39
97,+,84096,8,5
97,+,9297,41,26
97,+,22704,89,95
97,-,5956,62,74
113,+,15577,38,21
97,-,13485,22,77
113,-,32157,100,78
113,+,2527,91,19
97,+,25367,9,59
113,/,64945,65,95
97,/,36556,18,90
113,+,32138,113,46
97,/,70596,34,39
113,-,92447,76,50
113,/,94245,49,2
97,/,56754,28,86
113,-,87038,62,79
113,+,38124,18,61
113,-,27885,25,62
113,/,84344,58,98
113,+,7715,67,98
113,/,6268,55,0
113,/,50938,61,44
113,+,18391,106,78
97,/,81442,81,35
97,/,71429,95,72
113,+,88178,60,98
97,-,47231,74,15
97,/,85802,78,33
113,+,32157,13,78
113,-,64945,77,6
113,+,64945,11,94
97,+,13485,56,58
113,/,76255,20,83
97,-,25040,13,1
113,+,96626,82,93
113,/,99188,108,14
97,+,35942,15,67
97,/,51782,39,66
113,-,46646,99,104
113,/,90338,21,7
113,-,12109,88,43
97,/,31026,3,60
97,+,39855,29,17
113,/,29229,111,37
97,+,84096,15,12
113,/,62575,82,85
113,+,18391,76,48
97,+,13470,26,13
97,-,17986,48,90
113,+,7715,99,17
113,/,44017,50,89
97,+,94353,64,36
97,/,49039,76,63
97,/,85802,17,3
97,+,27813,39,13
113,/,33576,35,55
97,-,49039,26,28
113,-,13880,77,17
97,+,83449,78,10
113,/,22918,83,50
97,-,71429,92,42
97,-,46992,96,45
97,-,83449,39,87
97,+,3080,75,51
113,+,85237,0,35
97,+,47231,70,62
113,+,66952,33,89
113,/,15577,17,12
97,/,55447,9,49
113,/,99188,60,71
97,/,41940,31,91
97,/,9078,2,77
113,-,32155,27,36
113,-,74692,98,14
97,+,36413,23,61
113,-,32138,3,43
113,/,13880,54,31
97,+,68089,23,18
97,+,21582,69,20
97,+,66367,35,54
97,+,31330,86,85
113,/,64460,68,43
113,-,38353,37,9
97,+,89479,55,3
113,-,99308,26,68
113,+,45420,43,37
97,+,17986,0,41
113,-,12109,82,49
97,+,2688,41,13
97,+,21582,27,75
97,/,25367,50,22
113,/,10530,8,73
97,-,17918,78,89
97,/,64490,41,20
113,-,22918,100,105
113,-,60439,17,80
113,-,90082,73,61
97,-,7373,34,64
97,-,61954,39,29
97,-,81815,59,82
113,+,38286,99,78
113,+,51677,60,96
97,/,3080,14,26
97,+,64490,31,16
113,-,78288,0,92
97,/,89387,79,64
97,+,97913,30,70
113,+,87985,88,46
113,-,96626,40,84
113,-,6268,14,39
113,+,5188,76,66
113,+,74692,2,1
97,-,89479,18,27
97,-,65197,79,31
97,-,68089,58,34
113,-,99308,113,94
97,+,2688,45,17
113,/,60444,25,44
113,-,3489,18,81
113,-,61287,36,5
97,/,34702,37,64
97,-,302,21,87
97,-,61954,7,61
113,+,98262,111,63
97,+,25367,69,22
97,+,39030,89,28
97,-,29432,60,78
113,/,12109,22,98
97,/,46992,54,94
113,+,77452,44,91
113,/,12109,64,76
113,-,18391,11,74
113,-,27885,66,21
97,+,31026,32,18
97,-,77561,35,23
97,+,78745,81,62
97,+,92272,8,33
97,/,69912,20,3
113,-,94644,40,23
97,-,46204,3,29
113,/,71965,110,89
113,/,73905,88,48
97,/,17531,5,14
113,-,38286,34,58
97,+,78480,64,71
113,/,65979,61,64
97,-,10109,67,51
97,+,13485,48,50
113,+,88178,26,64
113,-,73905,67,49
97,+,89479,33,78
113,-,32138,28,18
113,-,2296,32,4
97,/,34913,94,80
113,+,4738,99,91
97,+,66732,42,38
97,-,3357,75,81
97,+,57363,50,86
113,-,90338,67,97
113,+,77452,0,47
97,-,66732,53,40
97,-,69912,27,45
113,/,32138,106,77
113,/,25005,10,14
113,+,84344,63,109
97,-,57363,25,11
97,+,95595,17,67
113,-,92067,44,41
97,-,56754,30,76
113,/,47699,40,62
113,+,40541,42,16
97,-,39813,81,59
113,+,12109,35,53
97,/,68089,41,11
113,+,77452,83,17
97,+,56754,58,67
97,+,22452,61,9
97,/,9313,14,83
113,-,32138,12,34
113,-,78288,6,86
113,-,61208,29,46
113,+,84344,83,16
113,-,38133,91,74
113,-,94245,78,38
97,+,65197,92,8
97,+,56754,84,93
113,+,77503,99,84
113,/,98030,67,107
113,+,22088,49,102
113,/,18628,61,79
97,+,9313,94,95
113,+,40483,83,112
113,+,61208,102,64
113,/,2296,15,40
113,/,51677,28,37
113,+,64460,51,101
113,+,9184,37,68
97,+,90189,81,60
97,+,47106,40,4
97,/,41940,20,60
97,-,31026,74,9
113,+,16295,6,29
113,+,42439,22,86
97,-,89387,97,50
97,+,77561,13,71
113,/,38124,110,7
97,+,56754,81,90
97,+,78745,96,77
113,/,17221,1,45
97,+,85802,28,82
113,+,67524,4,67
113,/,46526,21,68
113,-,7715,98,46
97,/,78745,37,91
97,-,60736,67,44
97,/,39813,90,54
113,+,99188,63,37
113,+,61287,72,0
97,/,97913,19,12
113,-,25005,95,50
113,+,50938,95,70
113,-,11343,32,11
97,/,83449,38,62
97,/,81815,32,34
113,-,11670,43,101
97,/,9230,32,94
113,+,28473,42,39
97,/,61954,89,17
97,/,13470,84,63
97,+,59127,40,94
97,-,58237,77,57
113,-,88107,55,25
113,+,92447,10,23
113,+,45420,18,12
113,/,29229,14,53
97,-,39855,41,44
113,+,29229,89,51
113,/,85237,8,32
97,/,5520,8,11
113,+,32819,64,0
97,-,5520,10,78
113,/,64460,57,0
113,/,98030,10,85
113,-,27885,73,14
113,+,73271,111,45
97,/,5520,28,3
97,+,31330,43,42
113,+,7715,11,42
113,-,47699,80,46
113,/,77452,112,13
113,+,4030,40,2
97,/,57363,88,69
113,+,8764,92,42
113,+,11670,89,7
97,-,34702,10,63
113,+,78288,14,106
97,+,36935,97,75
113,/,88625,30,16
113,-,64945,43,40
113,-,36672,100,73
113,-,88178,68,83
97,+,17986,9,50
113,-,65979,109,104
113,/,7715,100,77
113,/,78288,64,93
113,/,3935,88,44
113,+,60444,29,18
113,/,73271,33,73
97,+,35942,60,15
113,/,44017,14,93
97,-,66367,84,32
113,-,51677,43,106
113,+,44017,0,60
113,-,38286,42,50
113,+,4738,47,39
97,-,66732,28,65
97,+,5956,16,55
97,/,66969,63,93
113,/,96626,36,85
113,-,77452,104,56
113,/,66178,39,1
97,/,10109,34,6
113,+,18391,111,83
113,/,85237,32,64
113,+,4738,77,69
113,+,38124,51,94
113,-,22918,60,32
113,/,67524,97,18
113,/,87985,42,60
97,/,80549,59,7
97,/,50757,38,74
97,-,45468,74,95
97,-,45681,3,88
113,-,4738,85,20
113,/,99308,33,71
97,+,45468,33,8
113,/,45066,25,107
113,+,29376,51,47
97,-,50757,74,49
113,-,98030,88,84
113,-,12109,17,1
97,/,32087,30,2
113,+,92542,54,49
97,-,5956,46,90
97,/,96984,64,60
113,+,12109,20,38
113,-,50938,62,26
97,-,66367,70,46
113,+,38133,83,22
97,/,78561,54,96
97,+,90189,72,51
113,+,84984,37,45
113,/,45066,23,38
97,+,86933,12,33
113,/,4030,105,38
113,-,4030,102,86
113,/,50938,75,1
97,/,39776,94,35
97,-,92272,21,4
113,+,66178,93,53
97,-,41940,31,5
113,+,32157,113,65
113,+,40541,76,50
113,-,32157,61,4
97,+,29432,46,87
97,-,39030,29,7
113,-,8764,8,55
97,-,60736,56,55
97,+,31330,81,80
113,/,98262,71,27
113,+,87985,101,59
113,+,96626,106,4
97,+,89387,52,5
97,-,3357,50,9
97,-,17531,31,40
113,+,32155,35,98
113,-,4738,50,55
97,+,39855,83,71
113,-,99188,47,40
113,-,66952,74,95
97,/,92272,2,61
97,-,70596,64,13
97,+,60736,21,35
113,-,16295,35,101
97,-,49384,1,10
113,+,51677,90,13
97,-,95595,2,48
113,/,16295,4,5
97,-,9313,25,73
113,+,38133,54,106
113,+,67524,77,27
113,+,64460,21,71
113,+,3935,82,62
113,/,64108,35,23
113,+,77452,56,103
97,/,97317,61,43
113,/,85237,56,53
113,+,77452,68,2
97,+,9230,12,27
113,+,11670,93,11
97,-,2688,2,67
97,+,55447,72,35
113,/,95111,57,86
97,/,13470,66,10
97,+,45468,23,95
97,-,71429,0,37
97,+,5520,3,91
97,-,55447,26,34
97,/,78480,54,95
113,/,56838,84,111
97,/,84096,60,43
113,+,65979,113,100
97,-,78561,6,82
113,/,61208,77,3
97,-,49039,11,43
113,-,7715,41,103
97,+,41477,32,90
113,+,2527,6,47
97,/,86933,26,45
113,+,6268,45,98
97,+,29432,11,52
113,+,6496,41,96
97,+,37093,74,16
113,+,64945,81,51
97,-,22452,7,38
97,+,96984,81,65
97,+,85802,62,19
113,/,92542,6,55
113,-,12109,98,33
97,/,36935,57,65
113,-,13880,9,85
97,-,94353,61,8
113,/,66952,106,66
113,-,21170,71,81
113,+,4738,93,85
113,+,25005,33,65
97,+,22902,35,45
113,/,62226,33,77
97,-,49384,56,52
97,+,47231,17,9
113,+,6146,9,53
113,/,11670,29,63
113,/,17221,73,9
113,-,88107,108,85
113,+,61287,82,10
97,-,2688,37,32
113,-,11670,109,35
113,/,92067,84,79
113,+,76255,100,80
113,+,29376,58,54
97,-,9313,51,47
113,-,32157,54,11
97,/,41940,85,8
113,/,13469,77,61
113,/,51028,41,1
113,-,64108,74,76
113,+,71965,45,29
97,-,66732,85,8
113,/,18628,54,5
113,/,90764,81,103
113,+,22704,62,53
97,/,34913,13,66
113,+,15416,76,11
97,-,13485,19,80
113,-,11670,27,4
113,/,46646,84,103
113,-,38286,0,92
113,-,60444,51,51
97,-,9078,10,47
113,/,51028,102,48
113,-,58742,10,85
113,-,73905,59,57
113,/,56838,66,70
97,/,7373,82,89
113,+,92542,3,111
113,/,15416,61,26
113,-,32138,59,100
113,/,78097,71,82
97,+,51782,97,81
113,-,18628,32,64
97,/,84096,13,66
113,+,16295,110,20
113,/,11343,9,17
113,-,13469,86,49
97,+,94353,86,58
97,-,56754,33,73
97,/,13470,5,75
97,/,68089,63,13
113,+,32155,106,56
113,/,64108,67,52
113,+,38133,52,104
97,-,302,14,94
97,+,78561,74,65
97,+,36556,34,21
113,/,92542,87,46
97,-,25040,87,24
113,+,94245,75,78
113,+,52810,33,72
113,+,60716,37,72
97,-,39855,92,90
97,-,86933,27,91
113,+,7715,66,97
113,-,32819,76,86
113,/,88178,25,24
97,+,59127,63,20
113,-,32138,81,78
113,-,22088,56,110
97,/,5956,32,89
97,+,66969,20,59
97,-,46204,12,20
97,+,70596,21,1
97,/,97913,25,36
113,/,58742,75,105
113,+,8764,85,35
113,+,50938,69,44
97,-,57363,21,15
113,+,2527,59,100
113,/,28473,97,67
113,/,90132,3,99
113,/,95111,90,39
97,+,7373,80,81
113,+,40483,93,9
97,+,29432,1,42
97,+,39813,74,20
113,/,13880,21,95
97,/,45681,74,35
97,-,21691,49,11
113,+,9184,35,66
97,/,24506,85,94
113,/,27885,70,59
97,+,51782,82,66
97,+,13485,2,4
113,/,25005,32,103
113,/,38133,22,38
97,/,22704,65,58
113,-,6268,44,9
97,+,78745,22,3
113,+,88625,109,29
113,/,90132,49,31
113,+,16295,66,89
113,-,60439,81,16
113,-,77503,51,47
113,/,38133,85,109
97,/,9313,86,11
97,/,68089,37,94
97,+,9078,61,21
97,/,89479,18,24
113,+,61287,81,9
97,/,70596,88,26
113,-,17221,80,78
113,/,92447,21,108
113,/,44017,113,50
97,+,66367,54,73
97,/,55447,43,28
113,-,47699,8,5
97,+,22452,62,10
113,/,90132,25,102
97,/,51782,15,57
113,/,61208,43,67
113,+,8764,34,97
113,+,90082,85,106
113,-,84984,44,77
113,/,66178,81,26
113,-,45420,11,96
97,+,77561,65,26
113,+,13469,47,69
97,/,66367,59,57
97,/,22704,19,30
113,-,71965,20,77
97,+,95595,75,28
113,-,6268,60,106
97,-,81442,25,34
97,/,81442,48,47
113,-,92067,49,36
113,-,17221,90,68
97,-,25367,48,2
97,+,32087,57,37
113,/,46646,72,82
113,-,92447,29,97
113,-,53879,66,25
97,-,25040,24,87
97,+,47058,48,61
97,-,13485,86,13
97,/,60736,71,79
97,-,32087,32,45
97,+,5956,50,89
97,+,86933,63,84
113,+,87038,85,0
113,+,3489,69,55
113,-,66952,8,48
113,+,40358,51,68
113,/,65979,34,19
97,+,66732,35,31
97,/,47106,38,75
97,+,31026,31,17
113,-,10530,102,32
113,/,4738,38,11
97,/,68089,79,85
97,+,24752,5,22
97,+,69912,76,51
97,-,76017,83,80
113,/,90764,99,12
97,/,37093,89,28
113,-,46646,12,78
97,+,86933,64,85
97,-,22452,17,28
113,/,48186,75,77
113,+,92542,75,70
113,-,2296,58,91
97,+,89479,8,53
113,-,46526,71,12
113,-,51677,15,21
97,-,50757,84,39
113,/,2527,69,36
113,+,17221,14,59
97,+,39030,54,90
97,-,78480,94,10
97,/,68089,87,6
113,+,32138,24,70
97,-,97913,85,52
113,/,78097,41,96
113,/,50938,100,57
97,+,46992,28,72
113,+,6268,93,33
97,+,97913,10,50
113,-,50938,32,56
113,-,62226,74,2
113,/,76255,70,72
97,/,5956,64,93
97,-,66367,12,7
113,-,53879,65,26
113,+,78288,28,7
113,+,66178,57,17
113,/,87985,100,88
97,/,17918,12,38
113,+,60439,52,36
113,+,64460,108,45
97,-,17918,36,34
97,/,17918,15,30
113,-,54179,44,8
113,-,8764,30,33
97,+,9230,55,70
113,/,71965,22,107
97,-,66969,12,27
113,-,13469,103,32
113,/,76255,83,14
97,+,65197,51,64
113,-,73271,20,27
97,/,22704,29,6
97,-,78561,15,73
113,+,40541,12,99
113,/,32155,60,83
113,-,67524,12,51
97,+,29432,32,73
113,/,66178,26,59
113,-,90132,76,108
113,/,18391,69,40
97,+,46992,85,32
113,-,22918,9,83
97,+,89479,44,89
113,/,94644,94,102
97,-,71429,74,60
97,+,81442,9,68
97,-,17918,24,46
113,/,3489,16,105
113,+,21170,104,30
113,+,40541,9,96
113,+,15577,27,10
113,/,45066,68,97
97,+,21691,77,40
113,/,6146,106,57
113,/,44017,67,91
113,+,32157,74,26
113,-,40358,4,13
113,/,2527,90,28
113,-,38133,16,36
97,/,90189,22,25
97,/,46992,96,4
97,/,46204,86,52
113,+,6268,40,93
113,/,4738,4,54
97,-,84026,68,53
113,/,90132,41,51
113,/,29376,90,100
113,/,52810,43,98
97,-,25040,3,11
97,-,50757,13,13
113,+,52810,103,29
113,+,40358,34,51
97,+,60736,46,60
97,+,57363,2,38
113,-,18391,60,25
97,/,5956,37,63
